movie_id;title;genres;avg_rating;num_votes;budget;revenue;release_date;original_language;popularity;keywords
tt0044741;Ikiru;Drama;8.3;90748;0.0;55240.0;1952-10-09;ja;15.421;dying and death,japan,bureaucracy,age difference,praise,office,night life,sense of life,playground,obsequies,swing,loneliness,office politics,infatuation,wake,public works,bureaucrat,thoughts of retirement,terminal cancer,city park,civil servant,monotonous life,accomplishments,office gossip
tt0045152;Singin' in the Rain;Comedy,Musical,Romance;8.3;266071;2540800.0;7200000.0;1952-04-09;en;19.84;fan,musical,partner,film in film,hollywood,broadway,dancing in the street,audience,chorus girl,diction coach,pearl necklace,flapper,silent film star,squeaky voice,1920s,old hollywood
tt0045793;From Here to Eternity;Drama,Romance,War;7.6;51786;1650000.0;30500000.0;1953-08-28;en;16.253;beach,based on novel or book,hawaii,world war ii,harassment,pearl harbor,military base,black and white,bombing,extramarital affair,military life,army base,1940s,boxing,army bugler
tt0046183;Peter Pan;Adventure,Animation,Family;7.3;156283;4000000.0;87400000.0;1953-02-05;en;61.998;london, england,sibling relationship,flying,becoming an adult,magic,bravery,fairy,mermaid,villain,child hero,peter pan,musical,pirate gang,pirate,native peoples
tt0046250;Roman Holiday;Comedy,Drama,Romance;8.0;149999;1500000.0;12000000.0;1953-08-26;en;20.105;dance,rome, italy,photography,boat,secret identity,intelligence,embassy,forbidden love,sightseeing,duty,black and white,romantic
tt0046268;The Wages of Fear;Adventure,Drama,Thriller;8.1;68078;0.0;0.0;1953-04-22;fr;21.868;petrol,fire,life and death,unsociability,central and south america,venezuela,tanker,nitroglycerin,truck,oil,on the road,driver
tt0046359;Stalag 17;Comedy,Drama,War;7.9;59516;1661530.0;0.0;1953-05-29;en;12.749;chess,escape,spy,guard,plant,based on play or musical,black and white,security,christmas,barracks,prisoner of war camp
tt0046438;Tokyo Story;Drama;8.1;70721;0.0;0.0;1953-11-03;ja;22.938;fish,beach,dream,baby,coma,peace,boat,cake,office,baseball,classroom,class,lantern,lie,marriage,tea,ambition,retirement,swing,teacher,old man,honor,school,black and white
tt0046911;Diabolique;Crime,Drama,Horror;8.1;70512;0.0;0.0;1955-01-29;fr;13.856;wife,female lover,morgue,swimming pool,gay interest,teacher,plan gone wrong,mistress,french noir,boys' boarding school,headmaster,philanderer,mischievous children,missing body,abusive husband,abused wife,wicker trunk,frightened woman
tt0046912;Dial M for Murder;Crime,Thriller;8.2;192982;1400000.0;3000000.0;1954-05-29;en;21.205;adultery,london, england,jealousy,blackmail,detective,tennis player,marriage,letter,love,murder,theft,husband,murder plot,crime fiction writer,keys
