people_id;name;popularity;imdb_id;gender
30711;Kenneth Lonergan;0.864;nm0518836;2
1383612;Daniel Kwan;4.671;nm3453283;2
1317730;Daniel Scheinert;1.711;nm3215397;2
220691;Laura Poitras;0.755;nm0688636;1
40476;Maren Ade;2.167;nm0011752;1
556711;Hannes Holm;6.228;nm0391502;2
1586194;Jenny Gage;2.142;;1
136153;Peter Atencio;1.819;nm1534595;2
71329;Jonas Åkerlund;2.691;nm0959774;2
137467;Ben Wheatley;2.671;nm1296554;2
928146;David Wnendt;2.507;nm1177494;2
33192;Joel Edgerton;17.31;nm0249291;2
3702;Sebastian Schipper;2.877;nm0771923;2
141883;Tobias Lindholm;2.318;nm2105585;2
1033661;Travis Knight;2.992;nm1325899;2
1546658;Tyler Nilson;1.784;nm2436566;2
2396600;Michael Schwartz;1.534;nm1916835;0
87296;Raja Menon;0.906;nm1329166;2
229252;Nishikant Kamat;3.762;nm1723225;2
128276;Otto Bathurst;2.36;nm1163264;2
1231927;Colm McCarthy;3.063;nm1142073;2
15287;Niki Caro;2.34;nm0138927;1
2103746;Emma Tammi;2.918;nm0849747;1
77964;Mike Barker;1.559;nm0054954;2
1223175;Elizabeth Allen Rosenbaum;1.631;nm0020491;1
8010;Doug Sweetland;1.45;nm0842339;2
936670;Bob Persichetti;4.494;nm2130108;2
59918;Rodney Rothman;2.417;nm0745247;2
1423660;Trey Edward Shults;2.285;nm4099092;2
124749;Sergio Pablos;3.161;nm0655053;2
1278722;Trish Sie;1.942;nm2586324;1
1458114;Daniel Ragussis;0.848;nm2495732;2
1480620;Lucia Aniello;2.95;nm3622659;1
227564;Benny Safdie;8.648;nm1509478;2
129561;Josh Safdie;5.018;nm1343394;2
90367;Sam Liu;3.32;nm0515005;2
89112;Tony Leondis;2.213;nm1902232;2
225160;Paolo Genovese;1.782;nm0002645;2
92784;Barry Jenkins;2.888;nm1503575;2
42175;Richard Stanley;1.593;nm0822582;2
1042010;Nitesh Tiwari;3.213;nm4318159;2
1551545;Steven Caple Jr.;3.493;nm4023702;2
141884;Michael Noer;1.953;nm1840064;2
1932178;Carlos López Estrada;3.272;nm2788015;2
104025;David M. Rosenthal;0.934;nm1270033;2
1296522;Claire Scanlon;2.689;nm0768957;1
1072778;Naoko Yamada;5.72;nm2210720;1
1076793;Darius Marder;1.051;nm2942187;2
1484509;Anthony Maras;2.017;nm2285536;2
22215;Michael Showalter;4.073;nm0795290;2
149495;Marti Noxon;6.097;nm0637497;1
21007;Jonah Hill;33.286;nm1706767;2
118415;Sean Baker;11.828;nm0048918;2
1706480;Arkasha Stevenson;2.632;nm6674331;1
930526;Boots Riley;1.088;nm1108556;2
939147;Yeon Sang-ho;7.498;nm3613566;2
209513;Macon Blair;6.456;nm0086301;2
95972;Hans Petter Moland;4.627;nm0596407;2
1306608;Adam Robitel;1.756;nm0733263;2
147621;Alper Çağlar;1.572;nm3809021;2
1401474;Corin Hardy;2.438;nm2379028;2
1239407;Drew Pearce;3.366;nm1510800;2
567562;Phil Johnston;4.252;nm1601882;2
17655;Farhad Safinia;3.604;nm1731154;2
143245;Hüdaverdi Yavuz;0.006;nm2886474;0
58292;Aaron Schneider;2.226;nm0773689;2
1035;Paul Schrader;4.206;nm0001707;2
1667260;Adam Randall;1.664;nm1726691;2
1709468;Gerard McMurray;2.077;nm2618764;2
581172;Pushkar;0.522;nm2575525;2
1340556;Gayathri;0.335;nm2566836;1
1323509;Zak Hilditch;1.626;nm1991847;2
1046225;Rodo Sayagues;6.474;nm2140186;2
227346;Jeff Chan;1.707;nm3728712;2
1980616;Grant Sputore;0.551;nm3078140;2
1208891;Bryan Fogel;1.032;nm2406731;2
1219201;Michael Engler;2.183;nm0257554;2
4918;Peter Thorwarth;1.033;nm0861826;2
88675;Justin Baldoni;28.591;nm1682573;2
39189;Stephen Merchant;15.174;nm0580351;2
11092;Simon Kinberg;9.563;nm1334526;2
1290265;Leigh Janiak;0.928;nm4074404;1
45730;Ramin Bahrani;1.4;nm1023919;2
17697;John Krasinski;34.106;nm1024677;2
1302549;Susanna Fogel;2.184;nm2573005;1
1719706;Aaron Horvath;2.224;nm1739338;2
113901;Michael Jelenic;5.659;nm2398585;2
1923202;Gustav Möller;2.546;nm7546166;2
69124;Abby Kohn;1.722;nm0463359;1
69125;Marc Silverstein;1.836;nm0799050;2
1163460;Joe Penna;1.059;nm1020835;2
1422673;Jason Lei Howden;1.17;nm3950520;2
1220300;David Kerr;0.929;nm1256143;2
1044250;Panos Cosmatos;2.783;nm0181903;2
115128;Bo Burnham;3.709;nm3102998;2
1043909;Ram Kumar;0.738;nm6442107;0
96657;Lee Chang-dong;3.839;nm0496969;2
56369;Antonio Campos;1.415;nm1290515;2
71947;Gina Prince-Bythewood;2.267;nm0697656;1
2219327;Rose Glass;1.681;nm3819217;1
72960;Alejandro Monteverde;3.186;nm1920049;2
1329570;Kamil Çetin;0.407;nm0149131;2
1932296;Aneesh Chaganty;2.965;nm3792134;2
1936668;Cathy Yan;1.593;nm4014166;1
1362815;David Yarovesky;1.9;nm0946521;2
44740;Richard Shepard;4.369;nm0791672;2
1403129;Jimmy Chin;4.976;nm3011011;2
1027910;Elizabeth Chai Vasarhelyi;2.461;nm1888091;1
52583;Wagner Moura;23.893;nm0609944;2
85894;Mahesh Bhatt;4.537;nm0080315;2
1647289;Mike Rianda;3.98;nm5106831;2
550121;Jeremiah Zagar;1.94;nm1476102;2
25645;Hirokazu Kore-eda;14.093;nm0466153;2
2009739;Domee Shi;3.128;nm7626019;1
85665;Sriram Raghavan;2.664;nm1437189;2
1108802;Mukesh Chhabra;9.23;nm2535507;2
87082;Jim Mickle;2.705;nm0585344;2
39847;Halina Reijn;4.762;nm0717603;1
1261455;Pierre Perifel;1.77;nm2010048;2
2374023;Galder Gaztelu-Urrutia;4.408;;2
19014;Scott Z. Burns;0.921;nm1994243;2
2094972;Rahi Anil Barve;1.364;nm9751348;2
79434;Craig Zobel;5.797;nm0957505;2
53431;Nadine Labaki;2.914;nm1701024;1
2152816;Aditya Dhar;1.252;;0
1338249;Gary Dauberman;7.605;nm2477891;2
1284692;Lorcan Finnegan;1.64;nm2705923;2
529184;Navot Papushado;0.753;nm4142927;2
1539858;Dominic Cooke;2.151;nm4315078;2
1028470;Karan Malhotra;0.622;nm1633551;0
1485823;Thomas Kail;2.285;nm2371802;2
1774456;Remi Weekes;1.512;nm3676311;2
1578590;Jeff Rowe;2.542;nm6676487;2
68813;Céline Sciamma;3.858;nm1780037;1
1371324;Lulu Wang;2.073;nm2304675;1
1480320;Lars Klevberg;2.527;nm2209002;2
93223;Brian Kirk;4.683;nm1047532;2
1179651;Lin-Manuel Miranda;19.12;nm0592135;2
1288796;Gerard Johnstone;1.513;nm2067421;2
89027;Jared Stern;3.802;nm2972864;2
1395183;Chloé Zhao;1.973;nm2125482;1
1579;Maggie Gyllenhaal;23.836;nm0350454;1
76788;Dev Patel;35.195;nm2353862;2
937147;Autumn de Wilde;1.441;nm2127315;1
66633;Vince Gilligan;9.943;nm0319213;2
85519;R. Madhavan;8.598;nm0534856;2
2451598;Kemp Powers;1.988;nm5358492;2
1046497;Justin K. Thompson;2.522;nm1042511;2
89596;Joaquim Dos Santos;2.467;nm1690966;2
1500758;Ángel Manuel Soto;1.835;nm3924049;2
237051;Sukumar;3.163;nm1335875;2
1668008;Olivia Newman;2.141;nm3229507;1
31654;Chris Smith;3.191;nm0807687;2
1704882;Max Barbakow;2.857;nm3817317;2
1415665;Reinaldo Marcus Green;1.812;nm3232264;2
2131956;Dr. Chandraprakash Dwivedi;0.484;;0
1140231;Shaka King;1.55;nm3489851;2
61175;John Whitesell;1.261;nm0925870;2
3000;Werner Krauß;1.816;nm0470328;2
3001;Conrad Veidt;6.673;nm0891998;2
590591;Friedrich Fehér;1.364;nm0270415;2
19426;Jackie Coogan;7.529;nm0001067;2
63378;Carl Miller;0.718;nm0588033;2
9839;Max Schreck;1.656;nm0775180;2
9840;Gustav von Wangenheim;1.547;nm0903194;2
9841;Greta Schröder;1.805;nm0775659;1
14920;Kathryn McGuire;1.706;nm0570230;1
10530;Joe Keaton;6.359;nm0444172;2
9609;Aleksandr Antonov;0.981;nm0031446;2
9610;Vladimir Barsky;0.795;nm0058290;2
9607;Grigori Aleksandrov;3.242;nm0017893;2
14435;Mack Swain;1.133;nm0841501;2
14437;Tom Murray;0.624;nm0615306;2
74;Gustav Fröhlich;1.811;nm0297054;2
75;Brigitte Helm;4.153;nm0375609;1
73;Alfred Abel;2.236;nm0002154;2
14417;Marion Mack;0.771;nm0533045;1
14419;Glen Cavender;1.56;nm0147070;2
9087;George O’Brien;2.82;nm0639563;2
9088;Janet Gaynor;1.785;nm0310980;1
9089;Margaret Livingston;1.299;nm0515272;1
11589;Maria Falconetti;1.716;nm0266029;1
11590;Eugène Silvain;0.351;nm0798564;2
11591;André Berley;0.968;nm0075551;2
2010;Louis Wolheim;0.92;nm0938464;2
2007;Lew Ayres;5.911;nm0000817;2
2009;John Wray;0.994;nm0942046;2
13852;Virginia Cherrill;1.313;nm0156039;1
2913936;Florence Lee;0.023;;1
1547;Bela Lugosi;5.711;nm0000509;2
1548;Helen Chandler;2.264;nm0151377;1
2125;David Manners;4.158;nm0543115;2
2923;Colin Clive;3.516;nm0166972;2
29814;Mae Clarke;4.138;nm0164883;1
29815;John Boles;4.366;nm0092900;2
2094;Peter Lorre;7.376;nm0000048;2
12322;Ellen Widmann;2.447;nm0927145;1
12323;Inge Landgut;1.045;nm0484737;1
1511;Harry Earles;3.213;nm0247361;2
1508;Olga Baclanova;1.0;nm0045754;1
1512;Daisy Earles;2.304;nm0247360;1
10798;Groucho Marx;3.454;nm0000050;2
10800;Harpo Marx;3.209;nm0555617;2
10799;Chico Marx;3.014;nm0555597;2
3243;Robert Armstrong;3.153;nm0035877;2
3242;Fay Wray;3.922;nm0942039;1
3244;Bruce Cabot;7.489;nm0127677;2
11492;Clark Gable;6.891;nm0000022;2
30155;Claudette Colbert;2.32;nm0001055;1
30156;Walter Connolly;2.223;nm0175369;2
3609;Robert Donat;4.967;nm0232196;2
3610;Madeleine Carroll;2.985;nm0140914;1
3611;Lucie Mannheim;1.642;nm0543169;1
2922;Boris Karloff;10.804;nm0000472;2
2924;Valerie Hobson;3.665;nm0387753;1
14027;Paulette Goddard;6.079;nm0002104;1
14438;Henry Bergman;2.132;nm0074788;2
5460;Adriana Caselotti;5.825;nm0143314;1
288940;Lucille La Verne;1.574;nm0479164;1
540747;Harry Stockwell;1.87;nm0830968;2
8724;Errol Flynn;7.644;nm0001224;2
8725;Olivia de Havilland;8.663;nm0000014;1
8727;Basil Rathbone;7.05;nm0001651;2
2638;Cary Grant;14.708;nm0000026;2
6598;Katharine Hepburn;7.479;nm0000031;1
2436;Charles Ruggles;3.817;nm0749476;2
14298;Margaret Lockwood;2.163;nm0516994;1
7640;Michael Redgrave;4.213;nm0714878;2
2092;Paul Lukas;3.724;nm0510134;2
10538;Vivien Leigh;11.98;nm0000046;1
854;James Stewart;22.711;nm0000071;2
30210;Jean Arthur;4.172;nm0000795;1
4113;Claude Rains;10.224;nm0001647;2
14965;Claire Trevor;5.949;nm0872456;1
4165;John Wayne;25.674;nm0000078;2
13555;George Bancroft;1.341;nm0051628;2
9066;Judy Garland;8.019;nm0000023;1
9068;Ray Bolger;7.767;nm0001961;2
9070;Jack Haley;5.326;nm0355095;2
565402;Deems Taylor;2.527;nm0852252;2
2106;Walt Disney;10.588;nm0000370;2
1098082;Julietta Novis;0.725;nm0637163;1
4958;Henry Fonda;20.972;nm0000020;2
8515;Jane Darwell;3.615;nm0002034;1
8516;John Carradine;7.599;nm0001017;2
14028;Jack Oakie;3.592;nm0642988;2
30233;Rosalind Russell;2.492;nm0751426;1
1208;Ralph Bellamy;8.606;nm0000897;2
67371;Dickie Jones;2.527;nm0427934;2
30236;Cliff Edwards;2.213;nm0249893;2
985275;Christian Rub;2.169;nm0747759;2
3359;Laurence Olivier;11.997;nm0000059;2
3360;Joan Fontaine;6.745;nm0000021;1
3361;George Sanders;6.038;nm0001695;2
7664;Joseph Cotten;13.214;nm0001072;2
11029;Dorothy Comingore;2.005;nm0173827;1
32437;Edward Brophy;4.281;nm0112395;2
2530995;Margaret Wright;1.506;nm0942620;1
67290;Verna Felton;4.151;nm0271658;1
4110;Humphrey Bogart;14.995;nm0000007;2
13992;Mary Astor;8.592;nm0000802;1
14450;Gladys George;3.591;nm0313438;1
30161;Donnie Dunagan;4.307;nm0241760;2
31704;Peter Behn;1.834;nm0066951;2
31703;Stan Alexander;1.207;nm0018755;0
4111;Ingrid Bergman;12.553;nm0000006;1
4112;Paul Henreid;5.932;nm0002134;2
5344;Meg Ryan;20.801;nm0000212;1
6968;Hugh Jackman;68.417;nm0413168;2
7663;Teresa Wright;8.558;nm0942863;1
7665;Macdonald Carey;4.895;nm0136994;2
2670;Priscilla Lane;4.297;nm0485509;1
2667;Josephine Hull;1.728;nm0401449;1
4091;Fred MacMurray;9.257;nm0534045;2
14974;Barbara Stanwyck;8.188;nm0001766;1
13566;Edward G. Robinson;7.26;nm0000064;2
13578;Dana Andrews;11.903;nm0000763;2
13576;Fredric March;4.165;nm0545298;2
13580;Harold Russell;2.99;nm0751174;2
20124;Gene Tierney;6.709;nm0000074;1
20125;Clifton Webb;2.01;nm0916067;2
8487;Gregory Peck;21.111;nm0000060;2
2642;Leo G. Carroll;5.62;nm0001991;2
7570;Lauren Bacall;14.07;nm0000002;1
2673;John Ridgely;1.774;nm0725891;2
17752;Donna Reed;7.857;nm0001656;1
17753;Lionel Barrymore;4.643;nm0000859;2
70035;Maureen O'Hara;8.672;nm0000058;1
70820;John Payne;6.607;nm0668361;2
22600;Edmund Gwenn;3.944;nm0350324;2
42416;Lamberto Maggiorani;2.717;nm0536009;2
42417;Enzo Staiola;4.068;nm0821543;2
42419;Lianella Carell;0.874;nm0136794;1
14504;John Dall;4.754;nm0197982;2
12497;Farley Granger;4.522;nm0335048;2
19020;Walter Huston;3.356;nm0404158;2
14517;Tim Holt;3.643;nm0392529;2
15385;Alida Valli;5.93;nm0885098;1
12726;Trevor Howard;6.909;nm0002145;2
3380;Bette Davis;16.306;nm0000012;1
10606;Anne Baxter;13.929;nm0000879;1
68652;Ilene Woods;6.136;nm0940627;1
67289;Eleanor Audley;7.305;nm0041598;1
70492;Peggy Dow;2.185;nm0235627;1
7450;Toshirō Mifune;10.645;nm0001536;2
7451;Machiko Kyō;7.021;nm0477553;1
7453;Takashi Shimura;6.714;nm0793766;2
8252;William Holden;14.357;nm0000034;2
8629;Gloria Swanson;5.386;nm0841797;1
8630;Erich von Stroheim;4.466;nm0002233;2
6599;Robert Morley;3.301;nm0605923;2
67228;Kathryn Beaumont;4.364;nm0064607;1
5833;Ed Wynn;3.812;nm0943956;2
29283;Richard Haydn;6.448;nm0370821;2
12282;Michael Rennie;5.316;nm0719692;2
1934;Patricia Neal;8.138;nm0623658;1
3162;Billy Gray;3.564;nm0336474;2
12498;Ruth Roman;9.281;nm0738746;1
12499;Robert Walker;2.292;nm0908153;2
3084;Marlon Brando;20.753;nm0000008;2
10539;Kim Hunter;11.018;nm0001375;1
4068;Gary Cooper;8.755;nm0000011;2
3383;Thomas Mitchell;8.991;nm0593775;2
2177;Lloyd Bridges;10.408;nm0000978;2
34375;Haruo Tanaka;2.591;nm0848984;2
34376;Nobuo Kaneko;2.095;nm0437520;2
13295;Donald O'Connor;10.157;nm0640307;2
8857;Debbie Reynolds;17.027;nm0001666;1
13784;Burt Lancaster;16.159;nm0000044;2
12151;Montgomery Clift;5.883;nm0001050;2
20141;Deborah Kerr;9.177;nm0000039;1
50997;Bobby Driscoll;5.252;nm0237985;2
16421;Hans Conried;4.038;nm0175788;2
1932;Audrey Hepburn;27.591;nm0000030;1
11998;Eddie Albert;6.894;nm0000734;2
2565;Yves Montand;8.275;nm0598971;2
2566;Charles Vanel;3.759;nm0889024;2
2567;Peter van Eyck;2.262;nm0886870;2
7347;Robert Strauss;4.306;nm0833865;2
9108;Don Taylor;6.666;nm0852279;2
33135;Chishū Ryū;4.894;nm0753479;2
134307;Chieko Higashiyama;3.57;nm0383261;1
95504;Setsuko Hara;5.007;nm0361697;1
2569;Véra Clouzot;1.7;nm0167243;1
12266;Simone Signoret;5.974;nm0797531;1
12267;Paul Meurisse;3.07;nm0582890;2
7124;Ray Milland;9.721;nm0001537;2
4070;Grace Kelly;7.795;nm0000038;1
7125;Robert Cummings;8.404;nm0191950;2
9857;Karl Malden;6.202;nm0001500;2
5248;Lee J. Cobb;9.139;nm0002011;2
7683;Wendell Corey;5.972;nm0179819;2
20828;Yoshio Inaba;6.412;nm0408343;2
5401;Anthony Quinn;16.726;nm0000063;2
5402;Giulietta Masina;6.576;nm0556399;1
5403;Richard Basehart;11.208;nm0000865;2
24937;Bing Crosby;6.801;nm0001078;2
70668;Danny Kaye;9.118;nm0001414;2
77674;Rosemary Clooney;3.97;nm0167041;1
64871;Barbara Luddy;2.386;nm0524853;1
64872;Larry Roberts;1.316;nm0731333;2
64870;Peggy Lee;1.596;nm0498007;1
10158;Robert Mitchum;15.691;nm0000053;2
30540;Billy Chapin;2.056;nm0152159;2
30541;Sally Jane Bruce;1.039;nm0115579;1
2749;James Dean;9.843;nm0000015;2
2769;Natalie Wood;14.158;nm0000081;1
2770;Sal Mineo;5.695;nm0000543;2
2640;Jessie Royce Landis;4.672;nm0484829;1
12308;Walter Pidgeon;6.753;nm0682074;2
12309;Anne Francis;9.687;nm0004282;1
7633;Leslie Nielsen;33.846;nm0000558;2
34597;Kevin McCarthy;7.133;nm0002994;2
69810;Dana Wynter;7.13;nm0944073;1
69811;King Donovan;3.265;nm0233014;2
3088;Sterling Hayden;7.365;nm0001330;2
3336;Coleen Gray;3.809;nm0336531;1
3337;Vince Edwards;5.34;nm0250436;2
8237;Doris Day;4.351;nm0000013;1
8238;Brenda De Banzie;3.841;nm0207219;1
30551;Jeffrey Hunter;5.572;nm0001374;2
7303;Vera Miles;12.739;nm0587256;1
10017;Charlton Heston;23.178;nm0000032;2
14528;Yul Brynner;9.824;nm0000989;2
1936;Martin Balsam;18.987;nm0000842;2
5247;John Fiedler;11.655;nm0275835;2
12248;Alec Guinness;9.283;nm0000027;2
10018;Jack Hawkins;10.103;nm0370144;2
33761;Isuzu Yamada;4.533;nm0945222;1
27440;François Périer;4.461;nm0673749;2
543085;Franca Marzi;1.273;nm0555807;1
2090;Kirk Douglas;15.887;nm0000018;2
14562;Ralph Meeker;3.048;nm0576127;2
14563;Adolphe Menjou;2.919;nm0579663;2
2201;Max von Sydow;20.011;nm0001884;2
6656;Bengt Ekerot;3.597;nm0252345;2
6649;Gunnar Björnstrand;4.004;nm0085038;2
8741;Victor Sjöström;3.451;nm0803705;2
6657;Bibi Andersson;6.277;nm0000761;1
8742;Ingrid Thulin;5.384;nm0862026;1
10922;Tyrone Power;5.047;nm0000061;2
2896;Marlene Dietrich;4.802;nm0000017;1
3635;Elizabeth Taylor;15.875;nm0000072;1
3636;Paul Newman;29.228;nm0000056;2
2753;Burl Ives;7.449;nm0412322;2
7302;Janet Leigh;15.649;nm0001463;1
5729;Kim Novak;9.049;nm0001571;1
5730;Barbara Bel Geddes;8.007;nm0000895;1
855;Lee Remick;9.476;nm0001665;1
856;Ben Gazzara;10.221;nm0001262;2
10020;Stephen Boyd;7.277;nm0000963;2
10021;Hugh Griffith;3.895;nm0341518;2
2639;Eva Marie Saint;7.58;nm0001693;1
2091;James Mason;16.493;nm0000051;2
1653;Jean-Pierre Léaud;9.921;nm0529543;2
1654;Claire Maurier;3.111;nm0561158;1
1655;Albert Rémy;3.756;nm0753716;2
4299;Dean Martin;9.353;nm0001509;2
4300;Ricky Nelson;6.213;nm0625699;2
67287;Mary Costa;2.484;nm0182250;1
67288;Bill Shirley;1.435;nm0794301;2
3150;Tony Curtis;15.454;nm0000348;2
3151;Jack Lemmon;11.659;nm0000493;2
3149;Marilyn Monroe;12.412;nm0000054;1
3829;Jean-Paul Belmondo;17.312;nm0000901;2
3830;Jean Seberg;6.651;nm0781029;1
3573;Daniel Boulanger;2.173;nm0099429;2
4090;Shirley MacLaine;18.807;nm0000511;1
5676;Marcello Mastroianni;10.951;nm0000052;2
5961;Anita Ekberg;11.445;nm0001179;1
5682;Anouk Aimée;3.893;nm0000733;1
3265;Eli Wallach;14.003;nm0908919;2
13565;Steve McQueen;20.015;nm0000537;2
7301;Anthony Perkins;13.078;nm0000578;2
14500;Jean Simmons;13.553;nm0001739;1
1933;George Peppard;10.737;nm0000577;2
14261;David Niven;17.358;nm0000057;2
14882;Jackie Gleason;8.805;nm0001276;2
6721;Piper Laurie;9.016;nm0001453;1
12147;Spencer Tracy;4.178;nm0000075;2
12149;Richard Widmark;10.663;nm0001847;2
12150;Maximilian Schell;4.319;nm0001703;2
8229;Rod Taylor;11.672;nm0001792;2
22602;J. Pat O'Malley;8.38;nm0641729;2
71779;Betty Lou Gerson;2.451;nm0314867;1
6679;Richard Beymer;7.658;nm0000937;2
6725;Russ Tamblyn;7.682;nm0848560;2
70131;Tatsuya Nakadai;10.593;nm0619938;2
70811;Yōko Tsukasa;5.121;nm0875362;1
738;Sean Connery;21.095;nm0000125;2
9871;Ursula Andress;15.023;nm0000266;1
9872;Joseph Wiseman;6.693;nm0936476;2
76977;Akira Ishihama;4.234;nm0410968;2
76976;Shima Iwashita;4.95;nm0412615;1
11390;Peter O'Toole;13.16;nm0000564;2
7632;Shelley Winters;7.752;nm0001859;1
12445;Sue Lyon;3.434;nm0528987;1
4347;Frank Sinatra;10.816;nm0000069;2
14729;Laurence Harvey;5.202;nm0002131;2
14730;Angela Lansbury;28.711;nm0001450;1
8488;Mary Badham;2.527;nm0000825;1
8489;Phillip Alford;2.865;nm0019221;2
31550;Joan Crawford;6.334;nm0001076;1
24811;Victor Buono;7.624;nm0120658;2
5683;Sandra Milo;4.549;nm0590452;1
6929;Tippi Hedren;9.33;nm0001335;1
5698;Jessica Tandy;8.58;nm0001788;1
6837;Walter Matthau;11.711;nm0000527;2
12446;Peter Sellers;10.265;nm0000634;2
862;George C. Scott;14.117;nm0001715;2
9896;Daniela Bianchi;4.334;nm0000938;1
96973;Pedro Armendáriz;3.622;nm0000784;2
16896;James Garner;18.688;nm0001258;2
4959;Claudia Cardinale;18.197;nm0001012;1
21877;Sebastian Cabot;7.593;nm0001982;2
12158;Karl Swenson;13.245;nm0842425;2
57313;Junius Matthews;1.427;nm0560076;2
34374;Kyōko Kagawa;4.386;nm0434593;1
9908;Gert Fröbe;5.052;nm0002085;2
9907;Honor Blackman;10.917;nm0000303;1
6930;Diane Baker;10.892;nm0000832;1
5823;Julie Andrews;22.266;nm0000267;1
61303;Dick Van Dyke;23.813;nm0001813;2
5825;David Tomlinson;8.663;nm0866835;2
35321;Rex Harrison;4.648;nm0001322;2
12727;Stanley Holloway;3.259;nm0391361;2
16309;Marianne Koch;4.3;nm0462367;1
14276;Gian Maria Volonté;10.832;nm0002231;2
140996;Brahim Hadjadj;2.182;nm0352835;2
557864;Yacef Saâdi;1.288;nm0754272;2
1055191;Fouzia El Kader;2.831;nm0252678;1
5004;Omar Sharif;10.485;nm0001725;2
1666;Julie Christie;11.008;nm0001046;1
400;Geraldine Chaplin;20.434;nm0001036;1
4078;Lee Van Cleef;18.932;nm0001812;2
50;Catherine Deneuve;16.358;nm0000366;1
58339;Ian Hendry;3.137;nm0376915;2
69555;John Fraser;3.422;nm0292159;2
290;Christopher Plummer;14.706;nm0001626;2
7331;Eleanor Parker;5.617;nm0662223;1
9919;Claudine Auger;15.162;nm0000805;1
9920;Adolfo Celi;5.52;nm0148041;2
8475;Anatoliy Solonitsyn;4.321;nm0813463;2
13706;Ivan Lapikov;2.197;nm0487553;2
1190992;Nikolay Grinko;3.944;nm0342458;2
15196;David Hemmings;8.756;nm0376101;2
13333;Vanessa Redgrave;32.655;nm0000603;1
15197;Sarah Miles;6.146;nm0587234;1
11916;Liv Ullmann;11.761;nm0880521;1
11917;Margaretha Krook;1.879;nm0472234;1
5341;Richard Burton;7.408;nm0000009;2
18364;George Segal;10.833;nm0001719;2
9762;Jean Sorel;2.93;nm0814799;2
3784;Michel Piccoli;4.605;nm0681566;2
6450;Faye Dunaway;18.902;nm0001159;1
6451;Michael J. Pollard;7.333;nm0689488;2
12950;George Kennedy;7.776;nm0001421;2
8962;Luke Askew;9.506;nm0039435;2
18391;Lee Marvin;14.764;nm0001511;2
7502;Ernest Borgnine;25.11;nm0000308;2
4960;Charles Bronson;19.571;nm0000314;2
10774;Anne Bancroft;12.015;nm0000843;1
4483;Dustin Hoffman;26.361;nm0000163;2
9594;Katharine Ross;19.854;nm0001684;1
16897;Sidney Poitier;9.48;nm0001627;2
522;Rod Steiger;10.427;nm0001768;2
8255;Warren Oates;5.466;nm0643105;2
57331;Bruce Reitherman;2.648;nm0718624;2
57329;Phil Harris;6.11;nm0365201;2
15135;Alain Delon;43.493;nm0001128;2
43814;Nathalie Delon;13.43;nm0217677;1
10068;Akiko Wakabayashi;4.696;nm0906686;1
10070;Mie Hama;5.988;nm0357240;1
245;Keir Dullea;6.654;nm0001158;2
246;Gary Lockwood;6.812;nm0516972;2
247;William Sylvester;4.936;nm0843213;2
14060;Robert Vaughn;13.908;nm0001816;2
14061;Jacqueline Bisset;20.441;nm0000302;1
70307;Sally Ann Howes;2.941;nm0398141;1
30706;Lionel Jeffries;5.589;nm0420383;2
97913;Judith O'Dea;3.329;nm0640621;1
97912;Duane Jones;2.572;nm0427977;2
97915;Marilyn Eastman;2.713;nm0247659;1
7505;Roddy McDowall;16.338;nm0001522;2
18861;Zero Mostel;4.32;nm0609216;2
3460;Gene Wilder;10.342;nm0000698;2
19178;Dick Shawn;5.538;nm0790071;2
12021;Mia Farrow;13.95;nm0001201;1
11147;John Cassavetes;7.237;nm0001023;2
4970;Ruth Gordon;10.817;nm0002106;1
4765;Jason Robards;13.595;nm0001673;2
8949;Peter Fonda;13.388;nm0001228;2
514;Jack Nicholson;31.128;nm0000197;2
3895;Michael Caine;38.701;nm0000323;2
12718;Noël Coward;2.18;nm0002021;2
55879;Benny Hill;6.269;nm0001350;2
10127;Jon Voight;27.354;nm0000685;2
19335;Sylvia Miles;2.673;nm0587249;1
10167;George Lazenby;7.134;nm0493872;2
10168;Diana Rigg;14.818;nm0001671;1
10169;Telly Savalas;13.15;nm0001699;2
15655;Kim Darby;6.789;nm0200981;1
86110;Glen Campbell;4.194;nm0004794;2
67916;Mary Ure;2.331;nm0881829;1
8253;Robert Ryan;10.487;nm0752813;2
44714;Eva Gabor;8.886;nm0001247;1
34759;Sterling Holloway;9.033;nm0001359;2
18643;James Franciscus;5.127;nm0002082;2
12023;Maurice Evans;3.608;nm0263052;2
7167;Don Rickles;7.738;nm0725543;2
55636;Donald Sutherland;29.277;nm0000661;2
827;Elliott Gould;25.267;nm0001285;2
4139;Tom Skerritt;27.473;nm0000643;2
40551;Stephen Young;2.253;nm0950079;2
13733;Frank Latimore;2.656;nm0490224;2
3087;Robert Duvall;30.984;nm0000380;2
9221;Donald Pleasence;12.113;nm0000587;2
9222;Don Pedro Colley;8.413;nm0171824;2
56890;Malcolm McDowell;22.243;nm0000532;2
2264;Patrick Magee;5.425;nm0535861;2
2272;Carl Duering;2.156;nm0240268;2
10190;Jill St. John;9.423;nm0001762;1
10074;Charles Gray;6.322;nm0336509;2
14785;Harry Guardino;5.036;nm0345340;2
14784;Reni Santoni;6.153;nm0763858;2
193;Gene Hackman;18.149;nm0000432;2
14821;Fernando Rey;5.284;nm0721073;2
6355;Roy Scheider;11.619;nm0001702;2
4971;Bud Cort;6.268;nm0001069;2
19616;Vivian Pickles;2.317;nm0681954;1
