people_id;name;popularity;imdb_id;gender
7090;Kelsey Grammer;25.206;nm0001288;2
13918;Elizabeth Hurley;21.132;nm0000167;1
10730;Rowan Atkinson;26.292;nm0000100;2
1338;Maggie Cheung;12.428;nm0001041;1
12462;Rebecca Pan;2.117;nm0659029;1
8183;Kathleen Quinlan;19.191;nm0000599;1
9235;Nicoletta Braschi;4.548;nm0000971;1
9236;Giorgio Cantarini;6.466;nm0134493;2
15264;Bajram Severdžan;0.846;nm0786281;2
15265;Srđan 'Žika' Todorović;7.023;nm0865411;2
15266;Zabit Memedov;2.597;nm0578602;0
87389;Amir Farrokh Hashemian;2.196;nm0268488;0
110696;Bahare Seddiqi;0.591;nm0781245;0
2125647;Nafise Jafar-Mohammadi;0.001;;0
14722;Arabella Field;3.968;nm0275890;1
17328;Rufus Sewell;64.816;nm0001722;2
227;William Hurt;13.763;nm0000458;2
6885;Charlize Theron;65.688;nm0000234;1
5590;Elle Macpherson;8.402;nm0000512;1
63;Milla Jovovich;41.847;nm0000170;1
18023;Robert Carlyle;13.812;nm0001015;2
13633;Mark Addy;12.29;nm0004692;2
57628;Wim Snape;4.185;nm0810890;2
19123;Susanne Lothar;3.637;nm0521443;1
8196;Ulrich Mühe;2.748;nm0618057;2
20449;Arno Frisch;2.187;nm0295823;2
9779;Morris Chestnut;49.323;nm0004820;2
13549;Deborah Kara Unger;9.421;nm0000679;1
9642;Jude Law;29.034;nm0000179;2
19159;Thomas Haden Church;19.998;nm0002006;2
1892;Matt Damon;70.867;nm0000354;2
5587;Hank Azaria;17.535;nm0000279;2
6613;Minnie Driver;25.059;nm0000378;1
4492;Philip Baker Hall;6.254;nm0001311;2
4764;John C. Reilly;16.068;nm0000604;2
15455;Tate Donovan;13.625;nm0004883;2
20903;Josh Keaton;15.065;nm0005079;2
45566;Roger Bart;16.468;nm0058372;2
15789;Alex D. Linz;11.21;nm0513281;2
53573;Olek Krupa;12.598;nm0472762;2
58724;Rya Kihlstedt;15.021;nm0452748;1
33259;Jennifer Love Hewitt;40.18;nm0001349;1
11863;Sarah Michelle Gellar;21.905;nm0001264;1
33260;Freddie Prinze Jr.;24.257;nm0005327;2
2230;Pam Grier;15.431;nm0000427;1
15852;Ashley Judd;26.205;nm0000171;1
1979;Kevin Spacey;24.652;nm0000228;2
16307;Maura Tierney;19.134;nm0005491;1
18190;Justin Cooper;8.938;nm0178176;2
11149;Dominique Swain;9.873;nm0000663;1
4174;Claire Forlani;46.31;nm0001231;1
9625;Linda Fiorentino;4.748;nm0000400;1
23931;Mira Sorvino;16.419;nm0000227;1
40271;Alexander Goodwin;1.427;nm0329422;2
622;Youji Matsuda;6.521;nm0559444;2
20330;Yuriko Ishida;4.457;nm0410942;1
20331;Yuko Tanaka;10.926;nm0849100;1
10680;Talisa Soto;7.816;nm0000650;1
7400;Lee Evans;7.144;nm0262968;2
14723;Vicki Lewis;7.908;nm0507852;1
11885;John C. McGinley;6.467;nm0001525;2
17141;Greg Kinnear;14.955;nm0001427;2
15320;Marcel Iureș;4.029;nm0411903;2
883;Will Patton;28.383;nm0001599;2
14406;Lisa Kudrow;25.025;nm0001435;1
1118;Rade Šerbedžija;19.747;nm0784884;2
14591;Jamyang Jamtsho Wangchuk;2.778;nm0911125;2
10727;John Hannah;22.755;nm0001314;2
28743;John Lynch;8.518;nm0001487;2
58319;Jason Scott Lee;7.672;nm0001462;2
11355;Jason Isaacs;19.984;nm0005042;2
64856;Michael Jai White;41.958;nm0925220;2
27763;Casper Van Dien;10.49;nm0000680;2
9205;Denise Richards;26.525;nm0000612;1
2233;Bridget Fonda;18.179;nm0000403;1
1954;Billy Zane;34.494;nm0000708;2
1620;Michelle Yeoh;29.397;nm0000706;1
3234;Joan Cusack;24.795;nm0000349;1
11315;Noah Emmerich;14.476;nm0001187;2
8256;Anne Heche;16.719;nm0000162;1
31903;Henry Winkler;36.459;nm0001857;2
10822;Stephen Dorff;16.651;nm0001151;2
10823;Kris Kristofferson;19.751;nm0001434;2
21290;Dave Foley;17.326;nm0004929;2
15886;Julia Louis-Dreyfus;14.269;nm0000506;1
53328;Julia Sawalha;11.852;nm0768018;1
11356;Imelda Staunton;19.942;nm0001767;1
15336;Dougray Scott;13.02;nm0779084;2
6861;Andre Braugher;17.443;nm0105672;2
6200;Diane Venora;16.135;nm0893204;1
19899;Dennis Storhøi;3.25;nm0832509;2
65524;Ioan Gruffudd;28.814;nm0344435;2
56731;Jessica Alba;25.454;nm0004695;1
2219;Tobey Maguire;47.049;nm0001497;2
658;Alfred Molina;26.219;nm0000547;2
6859;Mía Maestro;8.618;nm0535502;1
69122;Heather Graham;30.105;nm0001287;1
3208;Maria Pitillo;8.732;nm0001623;1
52;David Morse;22.075;nm0001556;2
4169;Dave Chappelle;8.957;nm0152638;2
57690;Jim Breuer;4.48;nm0108028;2
16846;Harland Williams;8.183;nm0005558;2
2299;Josh Hartnett;38.054;nm0001326;2
55257;Adam Arkin;15.19;nm0035060;2
3201;Pruitt Taylor Vince;18.91;nm0898546;2
59373;Mélanie Thierry;7.793;nm0858048;1
980;Vinnie Jones;19.343;nm0005068;2
973;Jason Flemyng;14.244;nm0002076;2
1327;Ian McKellen;28.15;nm0005212;2
14407;Matt LeBlanc;25.542;nm0001455;2
13920;Mimi Rogers;22.578;nm0000211;1
1922;Catherine Zeta-Jones;25.488;nm0001876;1
9030;Thandiwe Newton;28.974;nm0628601;1
14592;BD Wong;22.849;nm0000703;2
58317;Chris Kattan;6.719;nm0441592;2
23659;Will Ferrell;49.275;nm0002071;2
10182;Ving Rhames;33.787;nm0000609;2
49265;Lindsay Lohan;25.329;nm0517820;1
20162;Natasha Richardson;12.908;nm0001670;1
2518;Gregg Henry;17.534;nm0001344;2
49;Maria Bello;22.05;nm0004742;1
17647;Michelle Rodriguez;34.327;nm0735442;1
11867;Eric Mabius;13.579;nm0531095;2
18897;Jackie Chan;75.517;nm0000329;2
12833;Edward Burns;7.843;nm0122653;2
17832;Carla Gugino;33.389;nm0001303;1
3417;Tony Goldwyn;19.043;nm0001282;2
8767;Jim Caviezel;24.661;nm0001029;2
21343;Ben Chaplin;6.783;nm0001035;2
6066;Dash Mihok;13.832;nm0005231;2
24516;Daniel Baldwin;4.596;nm0000838;2
15286;Christine Taylor;11.567;nm0852132;1
12214;Gillian Anderson;30.372;nm0000096;1
12644;Mitch Pileggi;12.839;nm0683379;2
70243;Eartha Kitt;4.474;nm0457755;1
1283;Helena Bonham Carter;40.888;nm0000307;1
17244;Hayden Christensen;48.604;nm0159789;2
11317;Natascha McElhone;22.993;nm0001523;1
20814;Gregory Smith;10.245;nm0808376;2
5724;Denis Leary;19.753;nm0001459;2
5888;Nicole de Boer;9.925;nm0207498;1
5889;Nicky Guadagni;4.011;nm0309914;1
5900;Maurice Dean Wint;5.205;nm0935659;2
52057;Obba Babatundé;6.394;nm0044762;2
18792;Delroy Lindo;9.4;nm0005148;2
57685;Ray Allen;1.466;nm0020931;2
5916;Rosario Dawson;18.151;nm0206257;1
18022;Gina McKee;8.299;nm0571160;1
17093;Eduardo Noriega;8.674;nm0635330;2
955;Penélope Cruz;35.261;nm0004851;1
19849;Chete Lera;1.338;nm0503443;2
21594;Chris Klein;11.727;nm0005098;2
112;Cate Blanchett;48.059;nm0000949;1
12763;Joseph Fiennes;11.758;nm0001212;2
58019;Ethan Embry;14.763;nm0256121;2
13389;Charlie Korsmo;3.956;nm0001432;2
17881;Jason Schwartzman;21.955;nm0005403;2
11616;Olivia Williams;12.269;nm0931404;1
12835;Vin Diesel;80.577;nm0004874;2
116027;Eli Marienthal;2.547;nm0547349;2
4491;Jennifer Aniston;43.294;nm0000098;1
2140;Monica Potter;12.821;nm0005321;1
1233;Philip Seymour Hoffman;18.731;nm0000450;2
33285;Brandy Norwood;11.833;nm0005275;1
61962;D.B. Sweeney;6.849;nm0000665;2
1981;Alfre Woodard;17.918;nm0005569;1
679;Franka Potente;15.986;nm0004376;1
677;Moritz Bleibtreu;9.058;nm0001953;2
1081;Herbert Knaup;5.12;nm0460578;2
34518;Matt Stone;7.496;nm0001778;2
55624;Dian Bachar;3.137;nm0045379;2
131;Jake Gyllenhaal;59.995;nm0350453;2
26999;Chris Owen;7.96;nm0654104;2
530;Carrie-Anne Moss;24.7;nm0005251;1
56618;Brian Murray;2.342;nm0614862;2
22123;Jordana Brewster;29.034;nm0108287;1
20387;Clea DuVall;17.436;nm0245112;1
25872;Laura Harris;10.718;nm0364977;1
4691;James Gandolfini;10.093;nm0001254;2
8329;Radha Mitchell;20.065;nm0593664;1
6614;Cole Hauser;58.659;nm0369513;2
3977;Joe Morton;16.783;nm0608012;2
6432;Sean Gullette;0.913;nm0347797;2
1173;Mark Margolis;11.948;nm0546797;2
6437;Ben Shenkman;5.641;nm0791570;2
11864;Ryan Phillippe;24.231;nm0000202;2
18082;Timothy Olyphant;26.985;nm0648249;2
3897;Katie Holmes;29.238;nm0005017;1
14886;Craig Bierko;10.083;nm0081572;2
15370;Gretchen Mol;14.11;nm0001543;1
4757;Rupert Everett;8.795;nm0000391;2
4758;Joely Fisher;5.09;nm0004921;1
12219;Jon Stewart;6.32;nm0829537;2
5313;Lena Olin;17.696;nm0000565;1
15009;Justin Theroux;26.175;nm0857620;2
6164;Josh Lucas;18.6;nm0524197;2
54789;Sean Patrick Flanery;11.799;nm0001218;2
4886;Norman Reedus;26.616;nm0005342;2
2505;James Cromwell;27.71;nm0000342;2
54421;Janet Jackson;8.921;nm0001390;1
1211;Larry Miller;16.236;nm0588777;2
15758;Queen Latifah;17.685;nm0001451;1
21089;Bruce Greenwood;22.467;nm0339304;2
63544;Steven Culp;10.004;nm0191688;2
20508;Iain Glen;20.395;nm0322513;2
8784;Daniel Craig;40.129;nm0185819;2
3128;Alicia Witt;31.411;nm0001860;1
7499;Jared Leto;26.018;nm0001467;2
59967;Rebecca Gayheart;7.929;nm0001261;1
1562;Iben Hjejle;4.522;nm0005013;1
3230;Todd Louiso;7.904;nm0521974;2
209;Jane Adams;11.675;nm0011038;1
1810;Heath Ledger;24.452;nm0005132;2
12041;Julia Stiles;24.741;nm0005466;1
11155;Thomas Jane;19.739;nm0005048;2
9825;Saffron Burrows;13.265;nm0004787;1
70092;Alexandra Dahlström;4.005;nm0197164;1
70093;Rebecka Liljeberg;5.161;nm0510275;1
70095;Erica Carlson;1.245;nm0137907;1
28640;Molly Shannon;11.843;nm0788340;1
52794;David Herman;7.198;nm0379114;2
20666;Samy Naceri;11.987;nm0618651;2
23943;Frédéric Diefenthal;3.093;nm0225899;2
8293;Marion Cotillard;25.634;nm0182839;1
4455;Ulrich Thomsen;8.403;nm0860947;2
4456;Henning Moritzen;2.093;nm0605786;2
4457;Thomas Bo Larsen;4.924;nm0488917;2
70230;Jeremy Theobald;2.89;nm0857458;2
70224;Alex Haw;0.923;nm0369918;2
28749;Lucy Russell;4.803;nm0751301;1
65437;Junko Iwao;7.085;nm0412585;1
65424;Rica Matsumoto;10.054;nm0559551;1
553949;Shiho Niiyama;1.904;nm0631577;1
30695;Mary Kay Bergman;8.413;nm0074834;1
16856;Gabriel Macht;20.603;nm0532683;2
140;Lucy Liu;57.594;nm0005154;1
38581;Rachael Leigh Cook;20.292;nm0000337;1
8167;Paul Walker;30.856;nm0908094;2
2958;Diana Scarwid;13.023;nm0769311;1
38026;Chris Noth;9.381;nm0636562;2
1245;Scarlett Johansson;146.339;nm0424060;1
2954;Jeffrey Wright;16.684;nm0942482;2
21593;Jason Biggs;18.695;nm0004755;2
21403;Thomas Ian Nicholas;5.665;nm0005272;2
19163;Virginie Ledoyen;14.334;nm0001461;1
49824;Kathryn Erbe;9.32;nm0002062;1
7796;Illeana Douglas;12.621;nm0001152;1
7486;Michael Wincott;12.583;nm0000699;2
28002;John Tormey;3.397;nm0868110;2
19183;Cliff Gorman;4.075;nm0331054;2
1336;Jet Li;36.133;nm0001472;2
21352;Aaliyah;3.018;nm0004691;1
21353;Isaiah Washington;7.385;nm0913460;2
5607;Jane Galloway Heitz;1.621;nm1886964;1
3489;Naomi Watts;28.539;nm0915208;1
15007;Laura Harring;8.383;nm0005009;1
11826;Selma Blair;17.275;nm0004757;1
17005;Doug Jones;17.732;nm0427964;2
9640;Haley Joel Osment;28.62;nm0005286;2
3051;Toni Collette;27.254;nm0001057;1
47;Björk;5.692;nm0001951;1
85240;Gracy Singh;3.273;nm0961737;1
80385;Rachel Shelley;5.204;nm0791226;1
77927;Megumi Ogata;10.521;nm0644527;1
40325;Megumi Hayashibara;20.728;nm0370677;1
77931;Kotono Mitsuishi;11.427;nm0594074;1
20480;Taylor Momsen;7.655;nm0597410;1
4175;Jeffrey Tambor;13.555;nm0001787;2
3127;Lili Taylor;13.062;nm0000666;1
40279;Jenna Elfman;17.714;nm0001184;1
448;Hilary Swank;16.951;nm0005476;1
133;Peter Sarsgaard;14.894;nm0765597;2
31384;Jordi Mollà;10.671;nm0003244;2
935;Connie Nielsen;33.09;nm0001567;1
35776;Rani Mukerji;14.634;nm0611552;1
25868;Vicellous Shannon;6.236;nm0788370;2
1772;Anna Faris;29.121;nm0267506;1
17866;Jon Abrahams;12.672;nm0009016;2
27776;Nanako Matsushima;14.028;nm0559652;1
9195;Hiroyuki Sanada;37.443;nm0760796;2
27784;Rikiya Ôtaka;1.996;nm0652710;2
10689;Rob Brown;5.837;nm0114532;2
2206;Samantha Morton;17.991;nm0608090;1
6408;Nick Stahl;8.901;nm0001763;2
8289;Billy Crudup;17.695;nm0001082;2
11661;Kate Hudson;34.809;nm0005028;1
1771;Giovanni Ribisi;25.275;nm0000610;2
18471;Anthony Anderson;19.173;nm0026364;2
1896;Don Cheadle;21.973;nm0000332;2
72466;Colin Farrell;73.733;nm0268199;2
27855;Shannyn Sossamon;14.7;nm0815370;1
953;Cecilia Roth;5.32;nm0005386;1
954;Marisa Paredes;3.843;nm0004650;1
958;Candela Peña;5.243;nm0679150;1
12834;Barry Pepper;11.879;nm0001608;2
10696;Famke Janssen;53.402;nm0000463;1
17303;Ali Larter;22.092;nm0005123;1
26851;Rei Hance;4.925;nm0231946;1
26852;Joshua Leonard;6.446;nm0502671;2
26853;Michael C. Williams;2.439;nm0931321;2
25878;Shawn Doyle;5.31;nm0236495;2
14408;Matthew Perry;24.361;nm0001612;2
1339;Zhang Ziyi;17.328;nm0955471;1
1462;Tim Blake Nelson;14.555;nm0625789;2
35980;Brooke Langton;15.802;nm0486728;1
17287;Dominic West;15.763;nm0922035;2
6383;Aaron Eckhart;28.143;nm0001173;2
50398;Devon Sawa;16.434;nm0001701;2
43442;Kerr Smith;13.891;nm0005445;2
7905;Mary Gibbs;2.429;nm0316701;1
4589;Benjamin Bratt;25.306;nm0000973;2
976;Jason Statham;114.599;nm0005458;2
55467;Stephen Campbell Moore;9.136;nm1304386;2
15555;Piper Perabo;30.329;nm0005305;1
18354;Bridget Moynahan;16.621;nm0005256;1
5538;Ray Winstone;15.353;nm0935653;2
6972;Ian McShane;26.324;nm0574534;2
13446;Eliza Dushku;34.934;nm0244630;1
60949;Rob Schneider;35.622;nm0001705;2
4520;William Forsythe;7.981;nm0001235;2
62842;Eddie Griffin;12.668;nm0341176;2
11868;Sean Patrick Thomas;9.416;nm0859503;2
11703;Kerry Washington;23.695;nm0913488;1
18324;Steve Zahn;24.364;nm0001872;2
22290;Leelee Sobieski;21.856;nm0005447;1
2296;Clive Owen;19.263;nm0654110;2
64986;Clare-Hope Ashitey;4.936;nm1715135;1
5294;Chiwetel Ejiofor;27.663;nm0252230;2
13242;Paul Giamatti;24.513;nm0316079;2
1116;Alan Ford;6.797;nm0285495;2
20746;Justin Chambers;15.559;nm0150362;2
27136;Katharine Isabelle;36.349;nm0410622;1
64914;Emily Perkins;10.133;nm0673932;1
20176;Kris Lemche;6.556;nm0501210;2
65829;Wood Harris;7.587;nm0365445;2
62596;Kane Hodder;9.285;nm0387987;2
166495;Jeff Geddis;1.45;nm0311473;2
69574;Lexa Doig;12.895;nm0230693;1
2405;Audrey Tautou;12.821;nm0851582;1
2407;Rufus;2.66;nm0749363;2
18288;Terrence Howard;24.243;nm0005024;2
10399;Teri Polo;23.018;nm0001632;1
643;Gong Li;15.753;nm0000084;1
12671;Faye Wong;4.33;nm0910947;1
1518;Frances O'Connor;7.776;nm0640323;1
3967;Kate Beckinsale;80.155;nm0000295;1
28782;Monica Bellucci;65.514;nm0000899;1
67612;Giuseppe Sulfaro;4.852;nm0837868;2
67613;Luciano Federico;2.683;nm0270119;2
33654;Breckin Meyer;16.778;nm0005227;2
57599;Seann William Scott;22.752;nm0005405;2
20189;Amy Smart;28.784;nm0005442;1
4688;Michael Rapaport;41.904;nm0001650;2
12438;Bob Balaban;10.797;nm0000837;2
38334;Jennifer Coolidge;26.613;nm0177639;1
69614;Brad Loree;4.717;nm0520562;2
6485;Busta Rhymes;4.777;nm0005354;2
57674;Alexa PenaVega;19.873;nm0891786;1
57675;Daryl Sabara;11.764;nm0754512;2
1246;Emily Mortimer;20.908;nm0607865;1
34627;Nadia Farès;4.193;nm0268626;1
34985;Cree Summer;18.687;nm0838588;1
20051;Alakina Mann;5.152;nm0542635;1
58068;Fionnula Flanagan;21.627;nm0001217;1
3809;Francesca Neri;5.452;nm0626202;1
4994;Ryo Ishibashi;4.91;nm0410903;2
57455;Eihi Shiina;5.572;nm0793402;1
2541;Jun Kunimura;10.598;nm0475165;2
49025;Samuel Le Bihan;6.692;nm0494078;2
23671;Émilie Dequenne;6.822;nm0220183;1
17637;Taye Diggs;23.789;nm0004875;2
2464;Angus Macfadyen;13.094;nm0005171;2
56778;Stuart Townsend;5.51;nm0870204;2
22223;Marguerite Moreau;11.503;nm0603413;1
67817;Alexander Pollock;2.534;nm0689627;2
56595;Marisa Coughlan;4.729;nm0004846;1
12799;Jeremy Piven;36.901;nm0005315;2
10980;Daniel Radcliffe;58.832;nm0705356;2
10989;Rupert Grint;22.343;nm0342488;2
10990;Emma Watson;80.73;nm0914612;1
18976;Ashton Kutcher;40.912;nm0005110;2
9278;Jennifer Garner;51.13;nm0004950;1
35070;Akshay Kumar;53.736;nm0474774;2
85730;Suniel Shetty;13.803;nm0792911;2
85033;Paresh Rawal;9.228;nm0712546;2
56934;Wiley Wiggins;5.634;nm0927812;2
1010;Michael Badalucco;5.617;nm0045937;2
5472;Colin Firth;24.717;nm0000147;2
11076;David Hyde Pierce;6.359;nm0001383;2
57133;Paulo Costanzo;6.543;nm0182455;2
19587;Rumi Hiiragi;5.774;nm0383708;1
19588;Miyu Irino;11.362;nm0997115;2
19589;Mari Natsuki;6.948;nm0622412;1
33527;Adam Beach;11.311;nm0063440;2
53;Peter Stormare;39.988;nm0001780;2
8688;Diego Luna;22.63;nm0526019;2
258;Gael García Bernal;21.392;nm0305558;2
16971;Maribel Verdú;8.951;nm0893941;1
4252;Tony Shalhoub;22.397;nm0001724;2
26457;Matthew Lillard;40.615;nm0000498;2
35476;Brittany Daniel;14.526;nm0199590;1
263;Emilio Echevarría;3.284;nm0248408;2
259;Vanessa Bauche;2.209;nm0061639;1
5915;Jaime King;27.165;nm0454809;1
194;Richard Harris;20.981;nm0001321;2
10881;Toby Stephens;10.063;nm0827170;2
20089;Jena Malone;22.095;nm0540441;1
1582;James Duval;8.158;nm0001166;2
69310;Ricardo Darín;8.791;nm0201857;2
119671;Gastón Pauls;2.574;nm0667282;2
96918;Leticia Brédice;2.01;nm0117580;1
1813;Anne Hathaway;76.778;nm0004266;1
33656;Heather Matarazzo;11.456;nm0000525;1
52051;Steve Lemme;2.899;nm0501399;2
56251;Kevin Heffernan;6.116;nm0373571;2
78749;Hrithik Roshan;30.417;nm0004335;2
134;Jamie Foxx;24.898;nm0004937;2
478;Jamie Bell;16.518;nm0068260;2
480;Gary Lewis;9.656;nm0507207;2
477;Julie Walters;11.513;nm0910278;1
28781;Christian Clavier;10.654;nm0002010;2
2408;Jamel Debbouze;9.913;nm0213354;2
7803;Christian Berkel;4.575;nm0075321;2
5646;Justus von Dohnányi;4.428;nm0230649;2
206202;Lanei Chapman;3.645;nm0152435;1
15533;Olivier Martinez;7.242;nm0553648;2
18270;Orlando Jones;14.479;nm0428963;2
17696;Kathryn Hahn;65.19;nm1063517;1
55314;Kimberly Elise;13.187;nm0253708;1
5695;Sid Haig;10.028;nm0354085;2
27737;Bill Moseley;7.766;nm0608405;2
21319;Sheri Moon Zombie;7.798;nm0600667;1
3490;Adrien Brody;28.707;nm0004778;2
3491;Thomas Kretschmann;11.585;nm0470981;2
6637;Frank Finlay;7.487;nm0277975;2
18979;Christina Applegate;20.259;nm0000775;1
17882;Isabelle Huppert;11.511;nm0001376;1
6014;Annie Girardot;4.308;nm0320760;1
5442;Benoît Magimel;8.024;nm0536095;2
68000;Colleen Haskell;6.136;nm0368125;1
17094;Federico Luppi;1.988;nm0527002;2
70851;Jack Black;49.424;nm0085312;2
18352;Patrick Dempsey;23.084;nm0001131;2
78198;Tyler Hoechlin;17.191;nm0388382;2
35705;Regina Hall;21.108;nm0356021;1
15250;Hope Davis;11.655;nm0204706;1
37917;Kristen Stewart;60.639;nm0829576;1
35198;Rachel Roberts;3.031;nm1212051;1
2229;Catherine Keener;27.266;nm0001416;1
2955;Chris Cooper;14.318;nm0177933;2
8170;Eva Mendes;28.128;nm0578949;1
54645;Nia Vardalos;9.756;nm0889522;1
38405;John Corbett;12.281;nm0179173;2
53647;Lainie Kazan;8.6;nm0443577;1
19302;Jason Mewes;5.957;nm0582939;2
3064;Peter Mullan;19.304;nm0611932;2
16560;David Caruso;28.518;nm0000325;2
46395;Stephen Gevedon;3.605;nm0315342;2
56356;Gina Philips;14.002;nm0005312;1
15033;Justin Long;19.067;nm0519043;2
56357;Jonathan Breck;5.655;nm0106534;2
6280;Powers Boothe;11.426;nm0000959;2
30614;Ryan Gosling;62.982;nm0331516;2
8783;Eric Bana;24.374;nm0051509;2
46593;Emile Hirsch;21.408;nm0386472;2
25837;Elisha Cuthbert;53.363;nm0193846;1
15424;Michael Vartan;8.603;nm0890232;2
31078;Tatsuya Fujiwara;13.9;nm0297885;2
31079;Aki Maeda;4.938;nm0535329;1
38425;Amber Valletta;11.074;nm0005520;1
13;Albert Brooks;7.826;nm0000983;2
14;Ellen DeGeneres;11.427;nm0001122;1
12;Alexander Gould;8.272;nm1071252;2
2535;Vivica A. Fox;30.395;nm0000407;1
15757;Ray Romano;18.173;nm0005380;2
97049;Samantha Mumba;2.233;nm0612571;1
1470328;Omero Mumba;1.068;nm0612570;2
8332;Laurie Holden;13.902;nm0390229;1
6807;Sam Rockwell;31.555;nm0005377;2
56152;Kari Wuhrer;12.774;nm0001863;1
10132;Colm Feore;11.537;nm0272173;2
103;Mark Ruffalo;33.247;nm0749263;2
1980;Mary McCormack;10.379;nm0005203;1
3492;Colin Hanks;24.791;nm0004988;2
70852;Schuyler Fisk;5.827;nm0004922;1
57669;Natalie Imbruglia;4.228;nm0001386;1
18025;Ben Miller;18.373;nm0587950;2
4654;Jeremy Davies;23.786;nm0001111;2
20664;Koichi Yamadera;12.317;nm0945290;2
68916;Unsho Ishizuka;6.483;nm0411167;2
68917;Aoi Tada;2.525;nm0846248;1
1602;Fele Martínez;3.581;nm0555093;2
1603;Daniel Giménez Cacho;4.747;nm0319843;2
1580;Daveigh Chase;13.455;nm0153738;1
13445;Tia Carrere;23.892;nm0000119;1
3292;Nicholas Hoult;36.752;nm0396558;2
6162;Paul Bettany;19.977;nm0079273;2
18918;Dwayne Johnson;73.061;nm0425005;2
57340;Steven Brand;3.513;nm0104526;2
61981;Michael Clarke Duncan;19.269;nm0003817;2
69210;Chyler Leigh;10.36;nm0500200;1
56824;Jaime Pressly;28.788;nm0005326;1
5384;Method Man;8.779;nm0541218;2
54799;Redman;2.754;nm0714983;2
2632;Chris Rock;18.675;nm0001674;2
28848;Sean Pertwee;10.417;nm0675730;2
9013;Kevin McKidd;17.538;nm0571727;2
70815;Emma Cleasby;5.122;nm0165881;1
5658;Michael Gambon;18.424;nm0002091;2
16855;Mandy Moore;23.094;nm0601553;1
81295;Shane West;11.373;nm0922342;2
9979;Peter Coyote;17.594;nm0001075;2
58681;Ella Joyce;4.211;nm0431520;1
10859;Ryan Reynolds;94.172;nm0005351;2
1234;Tara Reid;20.411;nm0005346;1
6730;Sacha Baron Cohen;19.183;nm0056187;2
5937;Kari Matchett;14.511;nm0558182;1
5938;Geraint Wyn Davies;1.719;nm0943870;2
5939;Grace Lynn Kung;4.62;nm0475129;1
28042;Rory Culkin;14.623;nm0191412;2
77304;Zhao Wei;12.785;nm0955505;1
70437;Ng Man-tat;5.841;nm0628806;2
35878;Suzy Falk;0.897;nm0266200;1
58417;Lina Boudreau;0.001;nm1569293;0
58416;Betty Bonifassi;0.888;nm1569242;1
231610;Parminder Nagra;16.533;nm0619406;1
116;Keira Knightley;50.616;nm0461136;1
1244;Jonathan Rhys Meyers;21.074;nm0001667;2
29220;Amanda Bynes;29.896;nm0004789;1
101;Leonor Watling;10.124;nm0914455;1
398;Rosario Flores;2.151;nm0282936;1
1610;Javier Cámara;4.189;nm0194572;2
25654;Julianna Margulies;20.481;nm0000523;1
6365;Desmond Harrington;21.325;nm0004993;2
2037;Cillian Murphy;65.946;nm0614165;2
2038;Naomie Harris;15.729;nm0365140;1
2039;Brendan Gleeson;38.598;nm0322407;2
4766;Melora Walters;17.333;nm0001828;1
14606;Albert Dupontel;4.036;nm0243355;2
87328;Akshaye Khanna;5.89;nm0451379;2
35747;Saif Ali Khan;22.753;nm0451307;2
19210;James Van Der Beek;17.587;nm0004735;2
19211;Ian Somerhalder;53.576;nm0813812;2
1610940;Lewis Tan;10.941;nm1167985;2
136347;Jessica McNamee;8.105;nm2537621;1
1525689;Ludi Lin;6.626;nm3485108;2
17276;Gerard Butler;47.788;nm0124930;2
4730;Emmy Rossum;39.97;nm0002536;1
21911;Shu Qi;22.326;nm0795517;1
7693;François Berléand;6.163;nm0075710;2
63436;Jun Ji-hyun;21.022;nm0432428;1
63442;Cha Tae-hyun;8.42;nm1028580;2
125427;Kim In-mun;2.838;nm1077025;2
6165;Anthony Rapp;7.414;nm0710829;2
17736;Adam Pascal;1.449;nm0664238;2
14386;Beyoncé;10.431;nm0461498;1
13922;Seth Green;23.534;nm0001293;2
59192;Emmanuelle Chriqui;30.996;nm0004825;1
18514;Asia Argento;16.082;nm0000782;1
20982;Marton Csokas;17.287;nm0190744;2
13275;Tadanobu Asano;16.804;nm0038355;2
58604;Nao Ômori;5.478;nm1071413;2
58608;Shinya Tsukamoto;8.054;nm0875354;2
1372;Karl Urban;23.183;nm0881631;2
2208;Kathryn Morris;12.129;nm0606700;1
36424;LL Cool J;17.23;nm0005112;2
26291;Martin Henderson;28.522;nm0376540;2
26292;David Dorfman;8.399;nm0233562;2
325;Eminem;10.954;nm0004896;2
327;Mekhi Phifer;24.969;nm0001616;2
21180;Justin Bartha;11.893;nm0058581;2
57893;Raquel Castro;5.627;nm1211485;1
77667;Oksana Akinshina;19.25;nm0968541;1
71219;Artyom Bogucharsky;5.93;nm1076060;2
71220;Lyubov Agapova;1.138;nm1220156;1
49734;Fann Wong;3.157;nm0939056;1
3872;Daniel Brühl;18.283;nm0117709;2
4792;Katrin Sass;3.258;nm0765911;1
4793;Chulpan Khamatova;2.843;nm0451122;1
42374;Nicki Aycox;11.237;nm0043704;1
11716;Matthew Lawrence;6.968;nm0492932;2
69807;Rider Strong;5.955;nm0835045;2
20492;Jordan Ladd;4.838;nm0480465;1
52365;Cerina Vincent;9.511;nm0898597;1
31167;Elizabeth Mitchell;47.638;nm0593310;1
38582;David Krumholtz;17.654;nm0472710;2
52860;Judah Friedlander;7.345;nm0295103;2
71198;Christian Kane;10.279;nm0437283;2
35548;Simon Rex;11.974;nm0005350;2
